Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
1.311623e-06	0.9899937	0.1	1.311623e-06	6.584124e-06	0.1	1.311623e-06	1.552917e-06	0.1	1.311623e-06	0.004731515	0.1	1.311623e-06	1.31447939e-05	0.1	1.311623e-06	1.681386e-06	0.1	1.311623e-06	0.0001843555	0.1
1.559334e-06	0.9881371	0.1	1.559334e-06	7.81212e-06	0.1	1.559334e-06	1.84477e-06	0.1	1.559334e-06	0.005618315	0.1	1.559334e-06	1.56063077e-05	0.1	1.559334e-06	1.996442e-06	0.1	1.559334e-06	0.0002186055	0.1
1.807046e-06	0.9862872	0.1	1.807046e-06	9.034794e-06	0.1	1.807046e-06	2.136305e-06	0.1	1.807046e-06	0.006502934	0.1	1.807046e-06	1.80604802e-05	0.1	1.807046e-06	2.310676e-06	0.1	1.807046e-06	0.0002526252	0.1
2.054758e-06	0.9844434	0.1	2.054758e-06	1.025219e-05	0.1	2.054758e-06	2.427577e-06	0.1	2.054758e-06	0.007385369	0.1	2.054758e-06	2.05070471e-05	0.1	2.054758e-06	2.62408e-06	0.1	2.054758e-06	0.0002863951	0.1
2.313103e-06	0.9825267	0.1	2.313103e-06	1.15163e-05	0.1	2.313103e-06	2.731134e-06	0.1	2.313103e-06	0.008303357	0.1	2.313103e-06	2.3050261399999998e-05	0.1	2.313103e-06	2.950039e-06	0.1	2.313103e-06	0.0003213281	0.1
2.613981e-06	0.980302	0.1	2.613981e-06	1.298155e-05	0.1	2.613981e-06	3.08447e-06	0.1	2.613981e-06	0.009369486	0.1	2.613981e-06	2.6001026599999998e-05	0.1	2.613981e-06	3.328491e-06	0.1	2.613981e-06	0.000361616	0.1
2.91486e-06	0.9780852	0.1	2.91486e-06	1.44395e-05	0.1	2.91486e-06	3.437686e-06	0.1	2.91486e-06	0.0104324	0.1	2.91486e-06	2.89393565e-05	0.1	2.91486e-06	3.705664e-06	0.1	2.91486e-06	0.0004014473	0.1
3.278834e-06	0.9754142	0.1	3.278834e-06	1.619375e-05	0.1	3.278834e-06	3.864949e-06	0.1	3.278834e-06	0.01171391	0.1	3.278834e-06	3.24766091e-05	0.1	3.278834e-06	4.160188e-06	0.1	3.278834e-06	0.0004489776	0.1
3.642808e-06	0.9727546	0.1	3.642808e-06	1.793807e-05	0.1	3.642808e-06	4.292341e-06	0.1	3.642808e-06	0.01299074	0.1	3.642808e-06	3.5994201e-05	0.1	3.642808e-06	4.612764e-06	0.1	3.642808e-06	0.0004957441	0.1
4.090248e-06	0.9695006	0.1	4.090248e-06	2.006943e-05	0.1	4.090248e-06	4.818154e-06	0.1	4.090248e-06	0.01455398	0.1	4.090248e-06	4.0290323e-05	0.1	4.090248e-06	5.166387e-06	0.1	4.090248e-06	0.0005521187	0.1
4.559026e-06	0.9661097	0.1	4.559026e-06	2.228789e-05	0.1	4.559026e-06	5.369821e-06	0.1	4.559026e-06	0.01618425	0.1	4.559026e-06	4.4756519e-05	0.1	4.559026e-06	5.743079e-06	0.1	4.559026e-06	0.0006097783	0.1
5.113157e-06	0.9621257	0.1	5.113157e-06	2.489231e-05	0.1	5.113157e-06	6.023374e-06	0.1	5.113157e-06	0.01810148	0.1	5.113157e-06	4.9987592999999996e-05	0.1	5.113157e-06	6.420213e-06	0.1	5.113157e-06	0.0006759718	0.1
5.771479e-06	0.9574267	0.1	5.771479e-06	2.796302e-05	0.1	5.771479e-06	6.802472e-06	0.1	5.771479e-06	0.02036545	0.1	5.771479e-06	5.6130411e-05	0.1	5.771479e-06	7.217961e-06	0.1	5.771479e-06	0.0007516899	0.1
6.533203e-06	0.9520355	0.1	6.533203e-06	3.148723e-05	0.1	6.533203e-06	7.708463e-06	0.1	6.533203e-06	0.02296657	0.1	6.533203e-06	6.3134613e-05	0.1	6.533203e-06	8.131416e-06	0.1	6.533203e-06	0.0008351414	0.1
7.410958e-06	0.9458839	0.1	7.410958e-06	3.551423e-05	0.1	7.410958e-06	8.75974e-06	0.1	7.410958e-06	0.02593968	0.1	7.410958e-06	7.1058586e-05	0.1	7.410958e-06	9.170383e-06	0.1	7.410958e-06	0.0009255441	0.1
8.596419e-06	0.9376783	0.1	8.596419e-06	4.09034e-05	0.1	8.596419e-06	1.019418e-05	0.1	8.596419e-06	0.0299145	0.1	8.596419e-06	8.149054800000001e-05	0.1	8.596419e-06	1.054838e-05	0.1	8.596419e-06	0.001037576	0.1
9.948989e-06	0.9284577	0.1	9.948989e-06	4.699558e-05	0.1	9.948989e-06	1.185439e-05	0.1	9.948989e-06	0.03439374	0.1	9.948989e-06	9.2981833e-05	0.1	9.948989e-06	1.208157e-05	0.1	9.948989e-06	0.001151196	0.1
1.141297e-05	0.9186442	0.1	1.141297e-05	5.353723e-05	0.1	1.141297e-05	1.368277e-05	0.1	1.141297e-05	0.0391761	0.1	1.141297e-05	0.00010488272	0.1	1.141297e-05	1.368863e-05	0.1	1.141297e-05	0.00125752	0.1
1.30563e-05	0.907829	0.1	1.30563e-05	6.08335e-05	0.1	1.30563e-05	1.57766e-05	0.1	1.30563e-05	0.04446442	0.1	1.30563e-05	0.000117524519	0.1	1.30563e-05	1.542014e-05	0.1	1.30563e-05	0.001357445	0.1
1.481921e-05	0.8964549	0.1	1.481921e-05	6.862326e-05	0.1	1.481921e-05	1.807271e-05	0.1	1.481921e-05	0.05004527	0.1	1.481921e-05	0.000130188358	0.1	1.481921e-05	1.718349e-05	0.1	1.481921e-05	0.001443927	0.1
1.658212e-05	0.8853081	0.1	1.658212e-05	7.638746e-05	0.1	1.658212e-05	2.041976e-05	0.1	1.658212e-05	0.05553233	0.1	1.658212e-05	0.00014188094300000002	0.1	1.658212e-05	1.884104e-05	0.1	1.658212e-05	0.00151165	0.1
1.834503e-05	0.8743797	0.1	1.834503e-05	8.413344e-05	0.1	1.834503e-05	2.28153e-05	0.1	1.834503e-05	0.0609272	0.1	1.834503e-05	0.000152579871	0.1	1.834503e-05	2.038636e-05	0.1	1.834503e-05	0.00156343	0.1
2.010794e-05	0.8636613	0.1	2.010794e-05	9.186289e-05	0.1	2.010794e-05	2.52555e-05	0.1	2.010794e-05	0.06623142	0.1	2.010794e-05	0.000162282944	0.1	2.010794e-05	2.181544e-05	0.1	2.010794e-05	0.001601936	0.1
2.187085e-05	0.8531451	0.1	2.187085e-05	9.957281e-05	0.1	2.187085e-05	2.773556e-05	0.1	2.187085e-05	0.07144649	0.1	2.187085e-05	0.000171006446	0.1	2.187085e-05	2.312667e-05	0.1	2.187085e-05	0.001629578	0.1
2.393353e-05	0.8410875	0.1	2.393353e-05	0.0001085596	0.1	2.393353e-05	3.068055e-05	0.1	2.393353e-05	0.07743724	0.1	2.393353e-05	0.000180013647	0.1	2.393353e-05	2.45122e-05	0.1	2.393353e-05	0.001650912	0.1
2.529104e-05	0.8332923	0.1	2.529104e-05	0.000114447	0.1	2.529104e-05	3.26398e-05	0.1	2.529104e-05	0.08131571	0.1	2.529104e-05	0.000185268518	0.1	2.529104e-05	2.533848e-05	0.1	2.529104e-05	0.001659761	0.1
2.659109e-05	0.8259285	0.1	2.659109e-05	0.0001200592	0.1	2.659109e-05	3.452873e-05	0.1	2.659109e-05	0.08498301	0.1	2.659109e-05	0.000189826665	0.1	2.659109e-05	2.60681e-05	0.1	2.659109e-05	0.001665105	0.1
2.812557e-05	0.8173611	0.1	2.812557e-05	0.0001266439	0.1	2.812557e-05	3.677067e-05	0.1	2.812557e-05	0.08925331	0.1	2.812557e-05	0.000194642342	0.1	2.812557e-05	2.685449e-05	0.1	2.812557e-05	0.001668153	0.1
2.958499e-05	0.8093345	0.1	2.958499e-05	0.0001328593	0.1	2.958499e-05	3.89119e-05	0.1	2.958499e-05	0.09325716	0.1	2.958499e-05	0.000198691146	0.1	2.958499e-05	2.753065e-05	0.1	2.958499e-05	0.001668371	0.1
3.150564e-05	0.7989473	0.1	3.150564e-05	0.0001409561	0.1	3.150564e-05	4.173716e-05	0.1	3.150564e-05	0.09844232	0.1	3.150564e-05	0.000203291776	0.1	3.150564e-05	2.832011e-05	0.1	3.150564e-05	0.001665504	0.1
3.386298e-05	0.7864634	0.1	3.386298e-05	0.0001507429	0.1	3.386298e-05	4.520601e-05	0.1	3.386298e-05	0.1046789	0.1	3.386298e-05	0.00020792043	0.1	3.386298e-05	2.914522e-05	0.1	3.386298e-05	0.001658276	0.1
3.673722e-05	0.7716229	0.1	3.673722e-05	0.0001624121	0.1	3.673722e-05	4.941948e-05	0.1	3.673722e-05	0.112098	0.1	3.673722e-05	0.0002122465	0.1	3.673722e-05	2.995961e-05	0.1	3.673722e-05	0.001645597	0.1
3.961146e-05	0.7571842	0.1	3.961146e-05	0.0001737501	0.1	3.961146e-05	5.359538e-05	0.1	3.961146e-05	0.1193206	0.1	3.961146e-05	0.000215356813	0.1	3.961146e-05	3.059127e-05	0.1	3.961146e-05	0.001630151	0.1
4.24857e-05	0.7431309	0.1	4.24857e-05	0.0001847207	0.1	4.24857e-05	5.771514e-05	0.1	4.24857e-05	0.1263534	0.1	4.24857e-05	0.000217471171	0.1	4.24857e-05	3.106794e-05	0.1	4.24857e-05	0.001613013	0.1
4.535994e-05	0.729448	0.1	4.535994e-05	0.0001952963	0.1	4.535994e-05	6.176298e-05	0.1	4.535994e-05	0.1332033	0.1	4.535994e-05	0.00021877907600000002	0.1	4.535994e-05	3.141466e-05	0.1	4.535994e-05	0.0015949	0.1
4.85894e-05	0.7144984	0.1	4.85894e-05	0.0002066839	0.1	4.85894e-05	6.620904e-05	0.1	4.85894e-05	0.1406893	0.1	4.85894e-05	0.000219484132	0.1	4.85894e-05	3.167646e-05	0.1	4.85894e-05	0.001573967	0.1
5.205568e-05	0.6989315	0.1	5.205568e-05	0.000218306	0.1	5.205568e-05	7.084465e-05	0.1	5.205568e-05	0.1484862	0.1	5.205568e-05	0.00021954346	0.1	5.205568e-05	3.183619e-05	0.1	5.205568e-05	0.001551281	0.1
5.552196e-05	0.6838394	0.1	5.552196e-05	0.0002292981	0.1	5.552196e-05	7.532504e-05	0.1	5.552196e-05	0.1560467	0.1	5.552196e-05	0.00021905838	0.1	5.552196e-05	3.1897e-05	0.1	5.552196e-05	0.001528687	0.1
5.970974e-05	0.6662101	0.1	5.970974e-05	0.000241741	0.1	5.970974e-05	8.051612e-05	0.1	5.970974e-05	0.1648797	0.1	5.970974e-05	0.00021794535	0.1	5.970974e-05	3.186975e-05	0.1	5.970974e-05	0.00150178	0.1
