Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.338848e-13	9.775396188166e-06	0.1	1.338848e-13	2.141087e-10	0.1	1.338848e-13	1.8244169999999998e-07	0.1	1.338848e-13	2.067766e-12	0.1	1.338848e-13	5.967854e-10	0.1	1.338848e-13	3.04363e-10	0.1	1.338848e-13	1.004648e-14	0.1
3.198929e-13	9.52432650966e-06	0.1	3.198929e-13	5.050027e-10	0.1	3.198929e-13	4.3030732e-07	0.1	3.198929e-13	4.875811e-12	0.1	3.198929e-13	1.4061e-09	0.1	3.198929e-13	7.178797e-10	0.1	3.198929e-13	2.369537e-14	0.1
7.113738e-13	9.016796860456001e-06	0.1	7.113738e-13	1.093079e-09	0.1	7.113738e-13	9.313802600000001e-07	0.1	7.113738e-13	1.054802e-11	0.1	7.113738e-13	3.036875e-09	0.1	7.113738e-13	1.553855e-09	0.1	7.113738e-13	5.128625e-14	0.1
1.421029e-12	8.164770551323001e-06	0.1	1.421029e-12	2.080463e-09	0.1	1.421029e-12	1.7726319999999998e-06	0.1	1.421029e-12	2.005747e-11	0.1	1.421029e-12	5.758342e-09	0.1	1.421029e-12	2.95747e-09	0.1	1.421029e-12	9.76054e-14	0.1
2.477939e-12	7.0428292205984e-06	0.1	2.477939e-12	3.380918e-09	0.1	2.477939e-12	2.8805158e-06	0.1	2.477939e-12	3.255343e-11	0.1	2.477939e-12	9.309247e-09	0.1	2.477939e-12	4.806147e-09	0.1	2.477939e-12	1.585989e-13	0.1
3.70731e-12	5.9303842799422e-06	0.1	3.70731e-12	4.670702e-09	0.1	3.70731e-12	3.9791816e-06	0.1	3.70731e-12	4.491227e-11	0.1	3.70731e-12	1.279061e-08	0.1	3.70731e-12	6.639673e-09	0.1	3.70731e-12	2.19077e-13	0.1
5.003544e-12	4.9472758825034e-06	0.1	5.003544e-12	5.810835e-09	0.1	5.003544e-12	4.950256099999999e-06	0.1	5.003544e-12	5.580584e-11	0.1	5.003544e-12	1.583149e-08	0.1	5.003544e-12	8.260476e-09	0.1	5.003544e-12	2.725247e-13	0.1
6.567229e-12	3.9757435935378e-06	0.1	6.567229e-12	6.937851e-09	0.1	6.567229e-12	5.910041799999999e-06	0.1	6.567229e-12	6.654221e-11	0.1	6.567229e-12	1.880015e-08	0.1	6.567229e-12	9.862648e-09	0.1	6.567229e-12	3.253438e-13	0.1
8.130914e-12	3.1950758972039997e-06	0.1	8.130914e-12	7.843705e-09	0.1	8.130914e-12	6.6813886e-06	0.1	8.130914e-12	7.514616e-11	0.1	8.130914e-12	2.115637e-08	0.1	8.130914e-12	1.115043e-08	0.1	8.130914e-12	3.67787e-13	0.1
9.694599e-12	2.5677539238944e-06	0.1	9.694599e-12	8.571803e-09	0.1	9.694599e-12	7.3013051e-06	0.1	9.694599e-12	8.204324e-11	0.1	9.694599e-12	2.302857e-08	0.1	9.694599e-12	1.218552e-08	0.1	9.694599e-12	4.018937e-13	0.1
