Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.040554e-11	9.86121638685e-06	0.1	1.040554e-11	1.3735140490000002e-07	0.1	1.040554e-11	4.469487e-10	0.1	1.040554e-11	7.459126e-10	0.1	1.040554e-11	1.199872e-10	0.1
1.947045e-11	9.74196957933e-06	0.1	1.947045e-11	2.55453276e-07	0.1	1.947045e-11	8.404822000000001e-10	0.1	1.947045e-11	1.387596e-09	0.1	1.947045e-11	2.231585e-10	0.1
3.760027e-11	9.50778392121e-06	0.1	3.760027e-11	4.87389816e-07	0.1	3.760027e-11	1.6136937e-09	0.1	3.760027e-11	2.648568e-09	0.1	3.760027e-11	4.257735e-10	0.1
7.385991e-11	9.05616543744e-06	0.1	7.385991e-11	9.34670564e-07	0.1	7.385991e-11	3.106102e-09	0.1	7.385991e-11	5.083147e-09	0.1	7.385991e-11	8.165086e-10	0.1
1.37155e-10	8.31861581301e-06	0.1	1.37155e-10	1.6651367450000002e-06	0.1	1.37155e-10	5.5468114e-09	0.1	1.37155e-10	9.066593e-09	0.1	1.37155e-10	1.454629e-09	0.1
2.253305e-10	7.39018909737e-06	0.1	2.253305e-10	2.584647349e-06	0.1	2.253305e-10	8.6245252e-09	0.1	2.253305e-10	1.409265e-08	0.1	2.253305e-10	2.257894e-09	0.1
3.516769e-10	6.237506624310001e-06	0.1	3.516769e-10	3.7262593679999998e-06	0.1	3.516769e-10	1.2452608e-08	0.1	3.516769e-10	2.034794e-08	0.1	3.516769e-10	3.255183e-09	0.1
4.780234e-10	5.264613353340001e-06	0.1	4.780234e-10	4.6898086300000006e-06	0.1	4.780234e-10	1.5688438000000002e-08	0.1	4.780234e-10	2.563812e-08	0.1	4.780234e-10	4.096921e-09	0.1
6.705487e-10	4.0658163414300005e-06	0.1	6.705487e-10	5.87709222e-06	0.1	6.705487e-10	1.9680216e-08	0.1	6.705487e-10	3.216671e-08	0.1	6.705487e-10	5.134107e-09	0.1
8.630739e-10	3.1399955997300003e-06	0.1	8.630739e-10	6.7940207600000004e-06	0.1	8.630739e-10	2.2765552e-08	0.1	8.630739e-10	3.72142e-08	0.1	8.630739e-10	5.935118e-09	0.1
1.055599e-09	2.42499274983e-06	0.1	1.055599e-09	7.502156959999999e-06	0.1	1.055599e-09	2.5149362e-08	0.1	1.055599e-09	4.111458e-08	0.1	1.055599e-09	6.553732e-09	0.1
1.248124e-09	1.8728012718000001e-06	0.1	1.248124e-09	8.04904563e-06	0.1	1.248124e-09	2.6990782e-08	0.1	1.248124e-09	4.412774e-08	0.1	1.248124e-09	7.031482e-09	0.1
1.44065e-09	1.4463485363700002e-06	0.1	1.44065e-09	8.47140263e-06	0.1	1.44065e-09	2.841307e-08	0.1	1.44065e-09	4.645516e-08	0.1	1.44065e-09	7.400444e-09	0.1
1.633175e-09	1.11700282986e-06	0.1	1.633175e-09	8.7975852e-06	0.1	1.633175e-09	2.9511564e-08	0.1	1.633175e-09	4.825275e-08	0.1	1.633175e-09	7.685391e-09	0.1
1.8257e-09	8.62652073393e-07	0.1	1.8257e-09	9.049493909999999e-06	0.1	1.8257e-09	3.0359941e-08	0.1	1.8257e-09	4.964109e-08	0.1	1.8257e-09	7.905453e-09	0.1
2.018226e-09	6.66218937744e-07	0.1	2.018226e-09	9.24403945e-06	0.1	2.018226e-09	3.1015156e-08	0.1	2.018226e-09	5.071331e-08	0.1	2.018226e-09	8.075405e-09	0.1
2.210751e-09	5.14515354795e-07	0.1	2.210751e-09	9.39428655e-06	0.1	2.210751e-09	3.152118e-08	0.1	2.210751e-09	5.154139e-08	0.1	2.210751e-09	8.206657e-09	0.1
2.427032e-09	3.84886451097e-07	0.1	2.427032e-09	9.52267018e-06	0.1	2.427032e-09	3.1953566e-08	0.1	2.427032e-09	5.224898e-08	0.1	2.427032e-09	8.318811e-09	0.1
2.659151e-09	2.81861481357e-07	0.1	2.659151e-09	9.62470575e-06	0.1	2.659151e-09	3.2297214e-08	0.1	2.659151e-09	5.281136e-08	0.1	2.659151e-09	8.407947e-09	0.1
2.89127e-09	2.06413835841e-07	0.1	2.89127e-09	9.699427770000001e-06	0.1	2.89127e-09	3.2548879e-08	0.1	2.89127e-09	5.322319e-08	0.1	2.89127e-09	8.473223e-09	0.1
3.123389e-09	1.51161688368e-07	0.1	3.123389e-09	9.75415012e-06	0.1	3.123389e-09	3.2733184e-08	0.1	3.123389e-09	5.352479e-08	0.1	3.123389e-09	8.521027e-09	0.1
3.394698e-09	1.05027249717e-07	0.1	3.394698e-09	9.79984115e-06	0.1	3.394698e-09	3.2887061000000005e-08	0.1	3.394698e-09	5.377662e-08	0.1	3.394698e-09	8.560942e-09	0.1
