Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
4.563767e-10	0.9999799399999999	0.1	4.563767e-10	3.2621711299999996e-09	0.1	4.563767e-10	8.1060988e-12	0.1	4.563767e-10	5.9011105000000005e-06	0.1
8.805737e-10	0.99996115	0.1	8.805737e-10	6.3902011e-09	0.1	8.805737e-10	1.57275599e-11	0.1	8.805737e-10	1.13859187e-05	0.1
1.588101e-09	0.9999297500000001	0.1	1.588101e-09	1.18165756e-08	0.1	1.588101e-09	2.8625834499999998e-11	0.1	1.588101e-09	2.05335106e-05	0.1
2.502231e-09	0.99988929	0.1	2.502231e-09	1.92227016e-08	0.1	2.502231e-09	4.5635418199999995e-11	0.1	2.502231e-09	3.23506663e-05	0.1
3.509898e-09	0.9998447	0.1	3.509898e-09	2.79160944e-08	0.1	3.509898e-09	6.4836402e-11	0.1	3.509898e-09	4.53740985e-05	0.1
4.602087e-09	0.9997965000000001	0.1	4.602087e-09	3.7983002e-08	0.1	4.602087e-09	8.618270999999998e-11	0.1	4.602087e-09	5.9485507e-05	0.1
5.821058e-09	0.9997427999999999	0.1	5.821058e-09	5.003258880000001e-08	0.1	5.821058e-09	1.1066497900000001e-10	0.1	5.821058e-09	7.5228176e-05	0.1
7.294639e-09	0.99967802	0.1	7.294639e-09	6.5780728e-08	0.1	7.294639e-09	1.41189494e-10	0.1	7.294639e-09	9.4247202e-05	0.1
8.895479e-09	0.99960766	0.1	8.895479e-09	8.440275800000001e-08	0.1	8.895479e-09	1.75504549e-10	0.1	8.895479e-09	0.000114890918	0.1
1.068721e-08	0.99952927	0.1	1.068721e-08	1.0718002200000001e-07	0.1	1.068721e-08	2.15340476e-10	0.1	1.068721e-08	0.000137969935	0.1
1.284766e-08	0.99943469	0.1	1.284766e-08	1.37462764e-07	0.1	1.284766e-08	2.65386102e-10	0.1	1.284766e-08	0.000165754426	0.1
1.530338e-08	0.99932764	0.1	1.530338e-08	1.75772985e-07	0.1	1.530338e-08	3.2494826e-10	0.1	1.530338e-08	0.00019726731699999997	0.1
1.818074e-08	0.99920298	0.1	1.818074e-08	2.26147662e-07	0.1	1.818074e-08	3.9836753199999994e-10	0.1	1.818074e-08	0.00023408086000000001	0.1
2.153132e-08	0.9990582299999999	0.1	2.153132e-08	2.9259926799999995e-07	0.1	2.153132e-08	4.88805952e-10	0.1	2.153132e-08	0.000276773464	0.1
2.542597e-08	0.99889124	0.1	2.542597e-08	3.8086656099999996e-07	0.1	2.542597e-08	6.00620379e-10	0.1	2.542597e-08	0.000326121482	0.1
3.01666e-08	0.9986894700000001	0.1	3.01666e-08	5.050760339999999e-07	0.1	3.01666e-08	7.4642439e-10	0.1	3.01666e-08	0.000385719731	0.1
3.583771e-08	0.9984508599999999	0.1	3.583771e-08	6.79059853e-07	0.1	3.583771e-08	9.3480325e-10	0.1	3.583771e-08	0.000456227523	0.1
4.279926e-08	0.9981623199999998	0.1	4.279926e-08	9.323919359999999e-07	0.1	4.279926e-08	1.18671683e-09	0.1	4.279926e-08	0.00054141339	0.1
5.147962e-08	0.99780994	0.1	5.147962e-08	1.3127979100000002e-06	0.1	5.147962e-08	1.5324029500000001e-09	0.1	5.147962e-08	0.00064518596	0.1
6.209965e-08	0.9973906	0.1	6.209965e-08	1.8803950400000002e-06	0.1	6.209965e-08	2.0021438e-09	0.1	6.209965e-08	0.00076789325	0.1
7.439668e-08	0.9969228800000001	0.1	7.439668e-08	2.68418397e-06	0.1	7.439668e-08	2.6086189999999997e-09	0.1	7.439668e-08	0.0009033454	0.1
9.096846e-08	0.99632573	0.1	9.096846e-08	4.02500258e-06	0.1	9.096846e-08	3.52755851e-09	0.1	9.096846e-08	0.0010733682299999998	0.1
1.025687e-07	0.99593097	0.1	1.025687e-07	5.1432433700000006e-06	0.1	1.025687e-07	4.2366938e-09	0.1	1.025687e-07	0.00118325398	0.1
1.114809e-07	0.9956411	0.1	1.114809e-07	6.10375784e-06	0.1	1.114809e-07	4.8164468800000004e-09	0.1	1.114809e-07	0.00126241321	0.1
1.228982e-07	0.9952865599999999	0.1	1.228982e-07	7.4631204200000006e-06	0.1	1.228982e-07	5.601427679999999e-09	0.1	1.228982e-07	0.0013571041999999999	0.1
1.343155e-07	0.9949504100000001	0.1	1.343155e-07	8.966642919999999e-06	0.1	1.343155e-07	6.4315886599999995e-09	0.1	1.343155e-07	0.00144432863	0.1
1.480629e-07	0.99457022	0.1	1.480629e-07	1.0966493179999999e-05	0.1	1.480629e-07	7.48776373e-09	0.1	1.480629e-07	0.00153972326	0.1
1.653051e-07	0.9941285000000001	0.1	1.653051e-07	1.37627186e-05	0.1	1.653051e-07	8.894318499999999e-09	0.1	1.653051e-07	0.0016452461700000001	0.1
1.862035e-07	0.99364268	0.1	1.862035e-07	1.7570302400000002e-05	0.1	1.862035e-07	1.07122167e-08	0.1	1.862035e-07	0.00175381439	0.1
2.071019e-07	0.99320482	0.1	2.071019e-07	2.18200765e-05	0.1	2.071019e-07	1.2644410900000001e-08	0.1	2.071019e-07	0.00184364265	0.1
2.280003e-07	0.99280981	0.1	2.280003e-07	2.64927631e-05	0.1	2.280003e-07	1.46824134e-08	0.1	2.280003e-07	0.00191739682	0.1
2.488987e-07	0.9924516200000001	0.1	2.488987e-07	3.15679297e-05	0.1	2.488987e-07	1.68193012e-08	0.1	2.488987e-07	0.00197762184	0.1
2.697971e-07	0.99212524	0.1	2.697971e-07	3.70246035e-05	0.1	2.697971e-07	1.90493334e-08	0.1	2.697971e-07	0.00202662743	0.1
2.949565e-07	0.9917685199999999	0.1	2.949565e-07	4.40701557e-05	0.1	2.949565e-07	2.18508217e-08	0.1	2.949565e-07	0.00207357786	0.1
