Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
1.792884e-11	9.7646497031e-06	0.1	1.792884e-11	4.861363e-11	0.1	1.792884e-11	6.885333e-19	0.1	1.792884e-11	2.868665e-17	0.1	1.792884e-11	9.37871e-18	0.1	1.792884e-11	3.73283e-13	0.1	1.792884e-11	3.57973e-12	0.1	1.792884e-11	4.427827e-12	0.1	1.792884e-11	3.588285e-12	0.1	1.792884e-11	3.265027e-12	0.1	1.792884e-11	2.954759e-12	0.1	1.792884e-11	1.684531e-11	0.1	1.792884e-11	1.797538e-09	0.1	1.792884e-11	2.124009e-08	0.1	1.792884e-11	3.691454e-08	0.1	1.792884e-11	2.147604e-08	0.1	1.792884e-11	2.395941e-08	0.1	1.792884e-11	4.542491e-08	0.1	1.792884e-11	3.545714e-08	0.1	1.792884e-11	3.635516e-08	0.1	1.792884e-11	1.247291e-08	0.1
3.791063e-11	9.50991279794e-06	0.1	3.791063e-11	1.0146e-10	0.1	3.791063e-11	3.015267e-18	0.1	3.791063e-11	1.257569e-16	0.1	3.791063e-11	4.112408e-17	0.1	3.791063e-11	7.778257e-13	0.1	3.791063e-11	7.415407e-12	0.1	3.791063e-11	9.291464e-12	0.1	3.791063e-11	7.524774e-12	0.1	3.791063e-11	6.82178e-12	0.1	3.791063e-11	6.134129e-12	0.1	3.791063e-11	3.519545e-11	0.1	3.791063e-11	3.751135e-09	0.1	3.791063e-11	4.423052e-08	0.1	3.791063e-11	7.705074e-08	0.1	3.791063e-11	4.452408e-08	0.1	3.791063e-11	4.972019e-08	0.1	3.791063e-11	9.503421e-08	0.1	3.791063e-11	7.39403e-08	0.1	3.791063e-11	7.577358e-08	0.1	3.791063e-11	2.575288e-08	0.1
8.590966e-11	8.9281264339e-06	0.1	8.590966e-11	2.229012e-10	0.1	8.590966e-11	1.473528e-17	0.1	8.590966e-11	6.16081e-16	0.1	8.590966e-11	2.015779e-16	0.1	8.590966e-11	1.701958e-12	0.1	8.590966e-11	1.600229e-11	0.1	8.590966e-11	2.067403e-11	0.1	8.590966e-11	1.671735e-11	0.1	8.590966e-11	1.502688e-11	0.1	8.590966e-11	1.330684e-11	0.1	8.590966e-11	7.752623e-11	0.1	8.590966e-11	8.238719e-09	0.1	8.590966e-11	9.665156e-08	0.1	8.590966e-11	1.693304e-07	0.1	8.590966e-11	9.628711e-08	0.1	8.590966e-11	1.077716e-07	0.1	8.590966e-11	2.099824e-07	0.1	8.590966e-11	1.621135e-07	0.1	8.590966e-11	1.659268e-07	0.1	8.590966e-11	5.513126e-08	0.1
1.509849e-10	8.20245494762e-06	0.1	1.509849e-10	3.759295e-10	0.1	1.509849e-10	4.258449e-17	0.1	1.509849e-10	1.786323e-15	0.1	1.509849e-10	5.849063e-16	0.1	1.509849e-10	2.853534e-12	0.1	1.509849e-10	2.634785e-11	0.1	1.509849e-10	3.544919e-11	0.1	1.509849e-10	2.860835e-11	0.1	1.509849e-10	2.543652e-11	0.1	1.509849e-10	2.206601e-11	0.1	1.509849e-10	1.312275e-10	0.1	1.509849e-10	1.388998e-08	0.1	1.509849e-10	1.61827e-07	0.1	1.509849e-10	2.857603e-07	0.1	1.509849e-10	1.590526e-07	0.1	1.509849e-10	1.785774e-07	0.1	1.509849e-10	3.568351e-07	0.1	1.509849e-10	2.726376e-07	0.1	1.509849e-10	2.78586e-07	0.1	1.509849e-10	8.977255e-08	0.1
1.972145e-10	7.72732345044e-06	0.1	1.972145e-10	4.771334e-10	0.1	1.972145e-10	6.933434e-17	0.1	1.972145e-10	2.915099e-15	0.1	1.972145e-10	9.550017e-16	0.1	1.972145e-10	3.605588e-12	0.1	1.972145e-10	3.288116e-11	0.1	1.972145e-10	4.550316e-11	0.1	1.972145e-10	3.667352e-11	0.1	1.972145e-10	3.237011e-11	0.1	1.972145e-10	2.767693e-11	0.1	1.972145e-10	1.669947e-10	0.1	1.972145e-10	1.762521e-08	0.1	1.972145e-10	2.043398e-07	0.1	1.972145e-10	3.628958e-07	0.1	1.972145e-10	1.989978e-07	0.1	1.972145e-10	2.239182e-07	0.1	1.972145e-10	4.552833e-07	0.1	1.972145e-10	3.453221e-07	0.1	1.972145e-10	3.524424e-07	0.1	1.972145e-10	1.111355e-07	0.1
2.66149e-10	7.07527449168e-06	0.1	2.66149e-10	6.174366e-10	0.1	2.66149e-10	1.178564e-16	0.1	2.66149e-10	4.971815e-15	0.1	2.66149e-10	1.630026e-15	0.1	2.66149e-10	4.632986e-12	0.1	2.66149e-10	4.150506e-11	0.1	2.66149e-10	5.984134e-11	0.1	2.66149e-10	4.813949e-11	0.1	2.66149e-10	4.205753e-11	0.1	2.66149e-10	3.519947e-11	0.1	2.66149e-10	2.169658e-10	0.1	2.66149e-10	2.280069e-08	0.1	2.66149e-10	2.624181e-07	0.1	2.66149e-10	4.700854e-07	0.1	2.66149e-10	2.522341e-07	0.1	2.66149e-10	2.847484e-07	0.1	2.66149e-10	5.936709e-07	0.1	2.66149e-10	4.454613e-07	0.1	2.66149e-10	4.538587e-07	0.1	2.66149e-10	1.385781e-07	0.1
3.697506e-10	6.20827283206e-06	0.1	3.697506e-10	8.067961e-10	0.1	3.697506e-10	2.054042e-16	0.1	3.697506e-10	8.707507e-15	0.1	3.697506e-10	2.857949e-15	0.1	3.697506e-10	5.985035e-12	0.1	3.697506e-10	5.228443e-11	0.1	3.697506e-10	7.999367e-11	0.1	3.697506e-10	6.418558e-11	0.1	3.697506e-10	5.529617e-11	0.1	3.697506e-10	4.484301e-11	0.1	3.697506e-10	2.85256e-10	0.1	3.697506e-10	2.978066e-08	0.1	3.697506e-10	3.390254e-07	0.1	3.697506e-10	6.154048e-07	0.1	3.697506e-10	3.199674e-07	0.1	3.697506e-10	3.629676e-07	0.1	3.697506e-10	7.843115e-07	0.1	3.697506e-10	5.792432e-07	0.1	3.697506e-10	5.886463e-07	0.1	3.697506e-10	1.713032e-07	0.1
4.82019e-10	5.40039748989e-06	0.1	4.82019e-10	9.865154e-10	0.1	4.82019e-10	3.132428e-16	0.1	4.82019e-10	1.334675e-14	0.1	4.82019e-10	4.3857e-15	0.1	4.82019e-10	7.221166e-12	0.1	4.82019e-10	6.151418e-11	0.1	4.82019e-10	1.00065e-10	0.1	4.82019e-10	8.008988e-11	0.1	4.82019e-10	6.807687e-11	0.1	4.82019e-10	5.340127e-11	0.1	4.82019e-10	3.511958e-10	0.1	4.82019e-10	3.640024e-08	0.1	4.82019e-10	4.095454e-07	0.1	4.82019e-10	7.5431e-07	0.1	4.82019e-10	3.796544e-07	0.1	4.82019e-10	4.329021e-07	0.1	4.82019e-10	9.69878e-07	0.1	4.82019e-10	7.0441e-07	0.1	4.82019e-10	7.138832e-07	0.1	4.82019e-10	1.973423e-07	0.1
6.221905e-10	4.551405570068e-06	0.1	6.221905e-10	1.179361e-09	0.1	6.221905e-10	4.573977e-16	0.1	6.221905e-10	1.960716e-14	0.1	6.221905e-10	6.451753e-15	0.1	6.221905e-10	8.480277e-12	0.1	6.221905e-10	7.021271e-11	0.1	6.221905e-10	1.227619e-10	0.1	6.221905e-10	9.798717e-11	0.1	6.221905e-10	8.209348e-11	0.1	6.221905e-10	6.186727e-11	0.1	6.221905e-10	4.235535e-10	0.1	6.221905e-10	4.34986e-08	0.1	6.221905e-10	4.82391e-07	0.1	6.221905e-10	9.048823e-07	0.1	6.221905e-10	4.38448e-07	0.1	6.221905e-10	5.030825e-07	0.1	6.221905e-10	1.174762e-06	0.1	6.221905e-10	8.361999e-07	0.1	6.221905e-10	8.445969e-07	0.1	6.221905e-10	2.192394e-07	0.1
7.809642e-10	3.763559127312e-06	0.1	7.809642e-10	1.362672e-09	0.1	7.809642e-10	6.23294e-16	0.1	7.809642e-10	2.68912e-14	0.1	7.809642e-10	8.861657e-15	0.1	7.809642e-10	9.591357e-12	0.1	7.809642e-10	7.718837e-11	0.1	7.809642e-10	1.45612e-10	0.1	7.809642e-10	1.159191e-10	0.1	7.809642e-10	9.580188e-11	0.1	7.809642e-10	6.914468e-11	0.1	7.809642e-10	4.944181e-10	0.1	7.809642e-10	5.024282e-08	0.1	7.809642e-10	5.483461e-07	0.1	7.809642e-10	1.050054e-06	0.1	7.809642e-10	4.890428e-07	0.1	7.809642e-10	5.64974e-07	0.1	7.809642e-10	1.375914e-06	0.1	7.809642e-10	9.582889e-07	0.1	7.809642e-10	9.642993e-07	0.1	7.809642e-10	2.335761e-07	0.1
