Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
0.002438472	0.9880101089789799	0.1	0.002438472	9.339187970000001e-08	0.1	0.002438472	0.0005418406	0.1	0.002438472	1.194297e-09	0.1	0.002438472	0.005453044	0.1
0.004619788	0.97746613248829	0.1	0.004619788	1.75521585e-07	0.1	0.004619788	0.001018341	0.1	0.004619788	2.244572e-09	0.1	0.004619788	0.0102485	0.1
0.00843709	0.95941437364821	0.1	0.00843709	3.1613130300000003e-07	0.1	0.00843709	0.001834131	0.1	0.00843709	4.042691e-09	0.1	0.00843709	0.01845854	0.1
0.01498104	0.9296028172608799	0.1	0.01498104	5.48340227e-07	0.1	0.01498104	0.003181361	0.1	0.01498104	7.012183e-09	0.1	0.01498104	0.03201696	0.1
0.02588761	0.8828790910865	0.1	0.02588761	9.12282106e-07	0.1	0.02588761	0.00529288	0.1	0.02588761	1.166628e-08	0.1	0.02588761	0.05326711	0.1
0.04770077	0.79920445419254	0.1	0.04770077	1.56404297e-06	0.1	0.04770077	0.009074268	0.1	0.04770077	2.000101e-08	0.1	0.04770077	0.09132268	0.1
0.07363354	0.7138595032208399	0.1	0.07363354	2.2288156600000002e-06	0.1	0.07363354	0.01293115	0.1	0.07363354	2.850212e-08	0.1	0.07363354	0.130138	0.1
0.1047234	0.62761449820726	0.1	0.1047234	2.90059806e-06	0.1	0.1047234	0.01682869	0.1	0.1047234	3.709289e-08	0.1	0.1047234	0.1693626	0.1
0.1454559	0.5350206578982301	0.1	0.1454559	3.6218326500000003e-06	0.1	0.1454559	0.02101316	0.1	0.1454559	4.631605e-08	0.1	0.1454559	0.2114747	0.1
0.1861883	0.45994775140457	0.1	0.1861883	4.20659256e-06	0.1	0.1861883	0.02440582	0.1	0.1861883	5.379397e-08	0.1	0.1861883	0.2456181	0.1
0.2269208	0.39814115452828003	0.1	0.2269208	4.6880192700000005e-06	0.1	0.2269208	0.02719896	0.1	0.2269208	5.995045e-08	0.1	0.2269208	0.273728	0.1
0.2743191	0.33900011677603	0.1	0.2743191	5.148683129999999e-06	0.1	0.2743191	0.02987164	0.1	0.2743191	6.584142e-08	0.1	0.2743191	0.3006257	0.1
0.3233838	0.28892453024567005	0.1	0.3233838	5.53873209e-06	0.1	0.3233838	0.03213463	0.1	0.3233838	7.082939e-08	0.1	0.3233838	0.3234002	0.1
0.3724484	0.24761377342319	0.1	0.3724484	5.86051223e-06	0.1	0.3724484	0.03400153	0.1	0.3724484	7.494431e-08	0.1	0.3724484	0.3421886	0.1
0.4215131	0.213186588021055	0.1	0.4215131	6.12867272e-06	0.1	0.4215131	0.03555735	0.1	0.4215131	7.837356e-08	0.1	0.4215131	0.3578462	0.1
0.4705778	0.184253018874571	0.1	0.4705778	6.354044379999999e-06	0.1	0.4705778	0.03686491	0.1	0.4705778	8.125561e-08	0.1	0.4705778	0.3710053	0.1
0.5196425	0.159763253234896	0.1	0.5196425	6.54479976e-06	0.1	0.5196425	0.03797163	0.1	0.5196425	8.369499e-08	0.1	0.5196425	0.3821434	0.1
0.5687072	0.13891042026446798	0.1	0.5687072	6.707228290000001e-06	0.1	0.5687072	0.03891401	0.1	0.5687072	8.577212e-08	0.1	0.5687072	0.3916273	0.1
0.6177718	0.121063488733924	0.1	0.6177718	6.846242579999999e-06	0.1	0.6177718	0.03972054	0.1	0.6177718	8.754984e-08	0.1	0.6177718	0.3997442	0.1
0.6668365	0.105722327719993	0.1	0.6668365	6.965738559999999e-06	0.1	0.6668365	0.04041383	0.1	0.6668365	8.907795e-08	0.1	0.6668365	0.4067214	0.1
0.7159012	0.09248553850399499	0.1	0.7159012	7.06884252e-06	0.1	0.7159012	0.04101202	0.1	0.7159012	9.039645e-08	0.1	0.7159012	0.4127416	0.1
0.7649659	0.08102750417077301	0.1	0.7649659	7.15809199e-06	0.1	0.7649659	0.04152983	0.1	0.7649659	9.153777e-08	0.1	0.7649659	0.4179527	0.1
0.8140306	0.07108136800791	0.1	0.8140306	7.23556388e-06	0.1	0.8140306	0.04197931	0.1	0.8140306	9.25285e-08	0.1	0.8140306	0.4224763	0.1
0.8630952	0.062426624805144	0.1	0.8630952	7.3029785000000006e-06	0.1	0.8630952	0.04237043	0.1	0.8630952	9.339059e-08	0.1	0.8630952	0.4264125	0.1
0.9121599	0.05487965275393201	0.1	0.9121599	7.36176258e-06	0.1	0.9121599	0.04271149	0.1	0.9121599	9.414233e-08	0.1	0.9121599	0.4298449	0.1
0.9612246	0.048286530447108005	0.1	0.9612246	7.41311929e-06	0.1	0.9612246	0.04300945	0.1	0.9612246	9.479906e-08	0.1	0.9612246	0.4328435	0.1
1.010289	0.042517420578631	0.1	1.010289	7.45805493e-06	0.1	1.010289	0.04327016	0.1	1.010289	9.537372e-08	0.1	1.010289	0.4354673	0.1
1.059354	0.037462216043376996	0.1	1.059354	7.497431599999999e-06	0.1	1.059354	0.04349861	0.1	1.059354	9.587726e-08	0.1	1.059354	0.4377664	0.1
1.108419	0.03302709963698	0.1	1.108419	7.53197707e-06	0.1	1.108419	0.04369904	0.1	1.108419	9.631904e-08	0.1	1.108419	0.4397835	0.1
1.157483	0.029131795665705	0.1	1.157483	7.5623191699999994e-06	0.1	1.157483	0.04387508	0.1	1.157483	9.670704e-08	0.1	1.157483	0.4415551	0.1
1.206548	0.025707343046340998	0.1	1.206548	7.588993370000001e-06	0.1	1.206548	0.04402984	0.1	1.206548	9.704815e-08	0.1	1.206548	0.4431126	0.1
1.255613	0.022694319836124	0.1	1.255613	7.612462219999999e-06	0.1	1.255613	0.044166	0.1	1.255613	9.734827e-08	0.1	1.255613	0.4444829	0.1
1.304677	0.0200413387526626	0.1	1.304677	7.63312741e-06	0.1	1.304677	0.04428589	0.1	1.304677	9.761253e-08	0.1	1.304677	0.4456895	0.1
1.353742	0.0177038534738834	0.1	1.353742	7.651334240000001e-06	0.1	1.353742	0.04439153	0.1	1.353742	9.784537e-08	0.1	1.353742	0.4467526	0.1
