Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
2.621732e-11	0.9891549635	0.1	2.621732e-11	8.495271e-06	0.1	2.621732e-11	0.0006719409	0.1	2.621732e-11	0.0003925479	0.1	2.621732e-11	0.004345976	0.1
2.876517e-11	0.98811088967	0.1	2.876517e-11	9.313332240000001e-06	0.1	2.876517e-11	0.000736701	0.1	2.876517e-11	0.0004303501	0.1	2.876517e-11	0.004764581	0.1
3.150388e-11	0.9869905009100001	0.1	3.150388e-11	1.019122848e-05	0.1	3.150388e-11	0.0008062087	0.1	3.150388e-11	0.0004709174	0.1	3.150388e-11	0.005213808	0.1
3.424259e-11	0.98587197325	0.1	3.424259e-11	1.106763364e-05	0.1	3.424259e-11	0.0008756092	0.1	3.424259e-11	0.0005114157	0.1	3.424259e-11	0.005662274	0.1
3.721336e-11	0.98466089215	0.1	3.721336e-11	1.2016617719999998e-05	0.1	3.721336e-11	0.0009507688	0.1	3.721336e-11	0.0005552679	0.1	3.721336e-11	0.00614788	0.1
4.053221e-11	0.98331053434	0.1	4.053221e-11	1.3074726909999997e-05	0.1	4.053221e-11	0.001034586	0.1	4.053221e-11	0.0006041629	0.1	4.053221e-11	0.00668933	0.1
4.385105e-11	0.98196287354	0.1	4.385105e-11	1.4130668149999998e-05	0.1	4.385105e-11	0.001118246	0.1	4.385105e-11	0.0006529576	0.1	4.385105e-11	0.00722967	0.1
4.770746e-11	0.98040046593	0.1	4.770746e-11	1.5354928739999998e-05	0.1	4.770746e-11	0.001215259	0.1	4.770746e-11	0.0007095303	0.1	4.770746e-11	0.007856142	0.1
5.169826e-11	0.97878745486	0.1	5.169826e-11	1.661878887e-05	0.1	5.169826e-11	0.00131543	0.1	5.169826e-11	0.0007679329	0.1	5.169826e-11	0.008502878	0.1
5.620459e-11	0.97697093017	0.1	5.620459e-11	1.8042180260000002e-05	0.1	5.620459e-11	0.001428268	0.1	5.620459e-11	0.0008337075	0.1	5.620459e-11	0.00923125	0.1
6.10546e-11	0.97502142272	0.1	6.10546e-11	1.956972513e-05	0.1	6.10546e-11	0.001549389	0.1	6.10546e-11	0.000904295	0.1	6.10546e-11	0.01001292	0.1
6.658388e-11	0.9728059878699999	0.1	6.658388e-11	2.1305675200000003e-05	0.1	6.658388e-11	0.001687065	0.1	6.658388e-11	0.0009845126	0.1	6.658388e-11	0.01090123	0.1
7.256602e-11	0.97041754404	0.1	7.256602e-11	2.3177171810000002e-05	0.1	7.256602e-11	0.001835528	0.1	7.256602e-11	0.001070994	0.1	7.256602e-11	0.0118589	0.1
7.971214e-11	0.9675758845300001	0.1	7.971214e-11	2.5403850939999996e-05	0.1	7.971214e-11	0.002012213	0.1	7.971214e-11	0.001173888	0.1	7.971214e-11	0.01299832	0.1
8.786604e-11	0.96434857802	0.1	8.786604e-11	2.793267726e-05	0.1	8.786604e-11	0.00221293	0.1	8.786604e-11	0.001290745	0.1	8.786604e-11	0.01429237	0.1
9.70951e-11	0.9607150548	0.1	9.70951e-11	3.077983405e-05	0.1	9.70951e-11	0.002438981	0.1	9.70951e-11	0.001422311	0.1	9.70951e-11	0.01574929	0.1
1.090153e-10	0.95605208938	0.1	1.090153e-10	3.443362077e-05	0.1	1.090153e-10	0.002729173	0.1	1.090153e-10	0.001591152	0.1	1.090153e-10	0.01761899	0.1
1.237448e-10	0.95033660961	0.1	1.237448e-10	3.8912131e-05	0.1	1.237448e-10	0.003085	0.1	1.237448e-10	0.001798103	0.1	1.237448e-10	0.0199107	0.1
1.421017e-10	0.9432845249699999	0.1	1.421017e-10	4.44381042e-05	0.1	1.421017e-10	0.00352423	0.1	1.421017e-10	0.002053457	0.1	1.421017e-10	0.02273841	0.1
1.674774e-10	0.93366321967	0.1	1.674774e-10	5.19772493e-05	0.1	1.674774e-10	0.004123749	0.1	1.674774e-10	0.002401839	0.1	1.674774e-10	0.02659628	0.1
2.061262e-10	0.91928662336	0.1	2.061262e-10	6.32426729e-05	0.1	2.061262e-10	0.005020052	0.1	2.061262e-10	0.002922412	0.1	2.061262e-10	0.03236094	0.1
2.480933e-10	0.90404339038	0.1	2.480933e-10	7.5187243e-05	0.1	2.480933e-10	0.005970845	0.1	2.480933e-10	0.003474369	0.1	2.480933e-10	0.03847312	0.1
2.968804e-10	0.88678704685	0.1	2.968804e-10	8.87093761e-05	0.1	2.968804e-10	0.007047608	0.1	2.968804e-10	0.004099225	0.1	2.968804e-10	0.04539255	0.1
3.473725e-10	0.8694326070799999	0.1	3.473725e-10	0.0001023083698	0.1	3.473725e-10	0.008130775	0.1	3.473725e-10	0.004727632	0.1	3.473725e-10	0.05235131	0.1
4.000539e-10	0.85185102006	0.1	4.000539e-10	0.00011608546169999999	0.1	4.000539e-10	0.009228317	0.1	4.000539e-10	0.00536427	0.1	4.000539e-10	0.0594012	0.1
4.614926e-10	0.83199471008	0.1	4.614926e-10	0.0001316449791	0.1	4.614926e-10	0.010468	0.1	4.614926e-10	0.006083273	0.1	4.614926e-10	0.06736317	0.1
5.255124e-10	0.81201214159	0.1	5.255124e-10	0.00014730345770000002	0.1	5.255124e-10	0.01171566	0.1	5.255124e-10	0.006806849	0.1	5.255124e-10	0.07537578	0.1
5.998569e-10	0.78966741	0.1	5.998569e-10	0.000164813	0.1	5.998569e-10	0.01311087	0.1	5.998569e-10	0.007615962	0.1	5.998569e-10	0.0843356	0.1
6.804593e-10	0.7664291957499999	0.1	6.804593e-10	0.0001830226512	0.1	6.804593e-10	0.01456192	0.1	6.804593e-10	0.008457428	0.1	6.804593e-10	0.09365368	0.1
7.704486e-10	0.74162573316	0.1	7.704486e-10	0.0002024589243	0.1	7.704486e-10	0.01611072	0.1	7.704486e-10	0.009355574	0.1	7.704486e-10	0.1035994	0.1
8.786253e-10	0.71329668148	0.1	8.786253e-10	0.00022465778970000001	0.1	8.786253e-10	0.01787968	0.1	8.786253e-10	0.01038138	0.1	8.786253e-10	0.1149588	0.1
1.002336e-09	0.6827417500899999	0.1	1.002336e-09	0.0002486009359	0.1	1.002336e-09	0.01978765	0.1	1.002336e-09	0.01148779	0.1	1.002336e-09	0.1272108	0.1
1.144613e-09	0.6498273670600001	0.1	1.144613e-09	0.00027439297970000004	0.1	1.144613e-09	0.02184295	0.1	1.144613e-09	0.01267964	0.1	1.144613e-09	0.1404088	0.1
1.319728e-09	0.61227400417	0.1	1.319728e-09	0.00030382013730000004	0.1	1.319728e-09	0.02418792	0.1	1.319728e-09	0.01403946	0.1	1.319728e-09	0.155467	0.1
1.550315e-09	0.56724187865	0.1	1.550315e-09	0.0003391076876	0.1	1.550315e-09	0.02699989	0.1	1.550315e-09	0.01567009	0.1	1.550315e-09	0.1735241	0.1
1.847544e-09	0.5155919788800001	0.1	1.847544e-09	0.000379581062	0.1	1.847544e-09	0.03022511	0.1	1.847544e-09	0.01754036	0.1	1.847544e-09	0.1942347	0.1
2.223932e-09	0.45883108933	0.1	2.223932e-09	0.00042405941300000004	0.1	2.223932e-09	0.03376948	0.1	2.223932e-09	0.0195957	0.1	2.223932e-09	0.2169948	0.1
2.772626e-09	0.38990021075	0.1	2.772626e-09	0.000478074214	0.1	2.772626e-09	0.03807378	0.1	2.772626e-09	0.02209172	0.1	2.772626e-09	0.2446347	0.1
3.32132e-09	0.333691253487	0.1	3.32132e-09	0.0005221200600000001	0.1	3.32132e-09	0.04158368	0.1	3.32132e-09	0.02412707	0.1	3.32132e-09	0.2671735	0.1
3.870014e-09	0.287258438336	0.1	3.870014e-09	0.000558505339	0.1	3.870014e-09	0.04448312	0.1	3.870014e-09	0.02580843	0.1	3.870014e-09	0.2857922	0.1
4.418709e-09	0.248489100072	0.1	4.418709e-09	0.000588885248	0.1	4.418709e-09	0.04690402	0.1	4.418709e-09	0.02721228	0.1	4.418709e-09	0.3013379	0.1
4.967403e-09	0.215828521826	0.1	4.967403e-09	0.000614478407	0.1	4.967403e-09	0.04894347	0.1	4.967403e-09	0.02839494	0.1	4.967403e-09	0.3144342	0.1
5.516097e-09	0.18810675558399997	0.1	5.516097e-09	0.0006362015580000001	0.1	5.516097e-09	0.05067453	0.1	5.516097e-09	0.02939876	0.1	5.516097e-09	0.3255501	0.1
6.064791e-09	0.164426510476	0.1	6.064791e-09	0.000654757448	0.1	6.064791e-09	0.05215321	0.1	6.064791e-09	0.03025623	0.1	6.064791e-09	0.3350454	0.1
6.613485e-09	0.14408844426700002	0.1	6.613485e-09	0.0006706946310000001	0.1	6.613485e-09	0.05342319	0.1	6.613485e-09	0.03099268	0.1	6.613485e-09	0.3432006	0.1
7.16218e-09	0.12653902042700002	0.1	7.16218e-09	0.0006844465129999999	0.1	7.16218e-09	0.05451905	0.1	7.16218e-09	0.03162815	0.1	7.16218e-09	0.3502376	0.1
7.710874e-09	0.11133480767500001	0.1	7.710874e-09	0.0006963606690000001	0.1	7.710874e-09	0.05546846	0.1	7.710874e-09	0.0321787	0.1	7.710874e-09	0.3563342	0.1
8.259568e-09	0.09811631810600001	0.1	8.259568e-09	0.00070671886	0.1	8.259568e-09	0.05629387	0.1	8.259568e-09	0.03265735	0.1	8.259568e-09	0.3616346	0.1
