Batch	m_SP	2	N1a_L	N7a_L	
7.509829e-08	0.98940509683	0.1	7.509829e-08	0.0104342286	0.1
8.662911e-08	0.9877859437700001	0.1	8.662911e-08	0.0120263977	0.1
9.89892e-08	0.98605332153	0.1	9.89892e-08	0.0137301524	0.1
1.113493e-07	0.98432365162	0.1	1.113493e-07	0.015430895	0.1
1.237094e-07	0.9825971300099999	0.1	1.237094e-07	0.017128628700000002	0.1
1.380609e-07	0.9805962587300001	0.1	1.380609e-07	0.0190961274	0.1
1.529102e-07	0.97853032662	0.1	1.529102e-07	0.021127625	0.1
1.677595e-07	0.97646886295	0.1	1.677595e-07	0.0231548158	0.1
1.826088e-07	0.97441176572	0.1	1.826088e-07	0.02517769	0.1
1.974582e-07	0.97235903492	0.1	1.974582e-07	0.0271962845	0.1
2.141544e-07	0.9700563116500001	0.1	2.141544e-07	0.0294608352	0.1
2.320821e-07	0.9675899727	0.1	2.320821e-07	0.0318863737	0.1
2.500097e-07	0.9651300293799999	0.1	2.500097e-07	0.0343057029	0.1
2.679373e-07	0.96267648367	0.1	2.679373e-07	0.0367188428	0.1
2.858649e-07	0.96022923259	0.1	2.858649e-07	0.0391257934	0.1
3.067264e-07	0.95738958526	0.1	3.067264e-07	0.041918911	0.1
3.283214e-07	0.95445909982	0.1	3.283214e-07	0.0448014764	0.1
3.499165e-07	0.95153785126	0.1	3.499165e-07	0.0476751529	0.1
3.715115e-07	0.94862564058	0.1	3.715115e-07	0.0505399806	0.1
3.957254e-07	0.94537127719	0.1	3.957254e-07	0.0537417421	0.1
4.216853e-07	0.94189493792	0.1	4.216853e-07	0.057162103699999994	0.1
4.476451e-07	0.93843169488	0.1	4.476451e-07	0.060569817	0.1
4.73605e-07	0.93498154606	0.1	4.73605e-07	0.0639649221	0.1
5.047753e-07	0.93085612765	0.1	5.047753e-07	0.06802489619999999	0.1
5.359457e-07	0.92674938696	0.1	5.359457e-07	0.0720668528	0.1
5.671161e-07	0.92266132298	0.1	5.671161e-07	0.0760908918	0.1
6.036049e-07	0.91789920852	0.1	6.036049e-07	0.0807788901	0.1
6.414234e-07	0.91299032589	0.1	6.414234e-07	0.08561204850000001	0.1
6.807675e-07	0.9079120420399999	0.1	6.807675e-07	0.09061262419999999	0.1
7.262144e-07	0.90208225969	0.1	7.262144e-07	0.0963540985	0.1
7.716613e-07	0.89629084373	0.1	7.716613e-07	0.1020585379	0.1
8.268122e-07	0.88931412023	0.1	8.268122e-07	0.1089316576	0.1
8.819631e-07	0.88239321456	0.1	8.819631e-07	0.11575100479999999	0.1
