Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
6.569335e-13	9.877265150746e-06	0.1	6.569335e-13	1.05111994e-07	0.1	6.569335e-13	1.96812e-12	0.1	6.569335e-13	1.530487e-10	0.1	6.569335e-13	8.309269e-10	0.1	6.569335e-13	1.727886e-10	0.1	6.569335e-13	4.57435e-15	0.1
2.24179e-12	9.623976816614e-06	0.1	2.24179e-12	3.5409683e-07	0.1	2.24179e-12	6.629241e-12	0.1	2.24179e-12	5.155884e-10	0.1	2.24179e-12	2.796942e-09	0.1	2.24179e-12	5.707174e-10	0.1	2.24179e-12	1.540989e-14	0.1
4.822854e-12	9.225316589977999e-06	0.1	4.822854e-12	7.460310100000001e-07	0.1	4.822854e-12	1.396392e-11	0.1	4.822854e-12	1.086286e-09	0.1	4.822854e-12	5.885216e-09	0.1	4.822854e-12	1.164318e-09	0.1	4.822854e-12	3.24665e-14	0.1
8.336016e-12	8.709111514286e-06	0.1	8.336016e-12	1.2536126000000001e-06	0.1	8.336016e-12	2.345815e-11	0.1	8.336016e-12	1.825401e-09	0.1	8.336016e-12	9.872715e-09	0.1	8.336016e-12	1.872268e-09	0.1	8.336016e-12	5.455608e-14	0.1
1.419129e-11	7.91220275278e-06	0.1	1.419129e-11	2.0374072e-06	0.1	1.419129e-11	3.810817e-11	0.1	1.419129e-11	2.96678e-09	0.1	1.419129e-11	1.600262e-08	0.1	1.419129e-11	2.826434e-09	0.1	1.419129e-11	8.866648e-14	0.1
2.479192e-11	6.650469287954e-06	0.1	2.479192e-11	3.2788922e-06	0.1	2.479192e-11	6.1285e-11	0.1	2.479192e-11	4.774801e-09	0.1	2.479192e-11	2.56402e-08	0.1	2.479192e-11	3.974306e-09	0.1	2.479192e-11	1.426961e-13	0.1
3.656555e-11	5.4836492048224e-06	0.1	3.656555e-11	4.427595199999999e-06	0.1	3.656555e-11	8.269686e-11	0.1	3.656555e-11	6.447866e-09	0.1	3.656555e-11	3.447324e-08	0.1	3.656555e-11	4.609634e-09	0.1	3.656555e-11	1.926885e-13	0.1
5.009868e-11	4.3931792546576e-06	0.1	5.009868e-11	5.5017139e-06	0.1	5.009868e-11	1.026872e-10	0.1	5.009868e-11	8.01246e-09	0.1	5.009868e-11	4.26524e-08	0.1	5.009868e-11	4.796332e-09	0.1	5.009868e-11	2.394357e-13	0.1
6.363181e-11	3.5196554954821997e-06	0.1	6.363181e-11	6.362586e-06	0.1	6.363181e-11	1.186846e-10	0.1	6.363181e-11	9.266554e-09	0.1	6.363181e-11	4.914576e-08	0.1	6.363181e-11	4.631433e-09	0.1	6.363181e-11	2.769026e-13	0.1
7.716494e-11	2.8198911910481998e-06	0.1	7.716494e-11	7.0525351e-06	0.1	7.716494e-11	1.314886e-10	0.1	7.716494e-11	1.027174e-08	0.1	7.716494e-11	5.430566e-08	0.1	7.716494e-11	4.274509e-09	0.1	7.716494e-11	3.069311e-13	0.1
9.069807e-11	2.259300337150425e-06	0.1	9.069807e-11	7.605491e-06	0.1	9.069807e-11	1.41738e-10	0.1	9.069807e-11	1.107741e-08	0.1	9.069807e-11	5.840945e-08	0.1	9.069807e-11	3.827836e-09	0.1	9.069807e-11	3.309974e-13	0.1
1.042312e-10	1.810190484439913e-06	0.1	1.042312e-10	8.048648e-06	0.1	1.042312e-10	1.499434e-10	0.1	1.042312e-10	1.172314e-08	0.1	1.042312e-10	6.167582e-08	0.1	1.042312e-10	3.355075e-09	0.1	1.042312e-10	3.502852e-13	0.1
1.205454e-10	1.385814994558715e-06	0.1	1.205454e-10	8.4675482e-06	0.1	1.205454e-10	1.576916e-10	0.1	1.205454e-10	1.233356e-08	0.1	1.205454e-10	6.47428e-08	0.1	1.205454e-10	2.803061e-09	0.1	1.205454e-10	3.685175e-13	0.1
1.368596e-10	1.060952184432449e-06	0.1	1.368596e-10	8.788330699999998e-06	0.1	1.368596e-10	1.636191e-10	0.1	1.368596e-10	1.280104e-08	0.1	1.368596e-10	6.707614e-08	0.1	1.368596e-10	2.302442e-09	0.1	1.368596e-10	3.824793e-13	0.1
1.531738e-10	8.122592732604401e-07	0.1	1.531738e-10	9.0339734e-06	0.1	1.531738e-10	1.681542e-10	0.1	1.531738e-10	1.315904e-08	0.1	1.531738e-10	6.885277e-08	0.1	1.531738e-10	1.867128e-09	0.1	1.531738e-10	3.931709e-13	0.1
1.694881e-10	6.218718521245247e-07	0.1	1.694881e-10	9.222074700000001e-06	0.1	1.694881e-10	1.716243e-10	0.1	1.694881e-10	1.343319e-08	0.1	1.694881e-10	7.020646e-08	0.1	1.694881e-10	1.499129e-09	0.1	1.694881e-10	4.01358e-13	0.1
1.878529e-10	4.6039922478957215e-07	0.1	1.878529e-10	9.3816481e-06	0.1	1.878529e-10	1.745661e-10	0.1	1.878529e-10	1.366577e-08	0.1	1.878529e-10	7.134958e-08	0.1	1.878529e-10	1.160019e-09	0.1	1.878529e-10	4.083035e-13	0.1
2.075849e-10	3.3331613021111705e-07	0.1	2.075849e-10	9.5072636e-06	0.1	2.075849e-10	1.768803e-10	0.1	2.075849e-10	1.384886e-08	0.1	2.075849e-10	7.224556e-08	0.1	2.075849e-10	8.730391e-10	0.1	2.075849e-10	4.13771e-13	0.1
2.273169e-10	2.413153434641006e-07	0.1	2.273169e-10	9.5982205e-06	0.1	2.273169e-10	1.785551e-10	0.1	2.273169e-10	1.398145e-08	0.1	2.273169e-10	7.289183e-08	0.1	2.273169e-10	6.524232e-10	0.1	2.273169e-10	4.1773e-13	0.1
2.470489e-10	1.747105202479568e-07	0.1	2.470489e-10	9.664081000000001e-06	0.1	2.470489e-10	1.797672e-10	0.1	2.470489e-10	1.407745e-08	0.1	2.470489e-10	7.335826e-08	0.1	2.470489e-10	4.848257e-10	0.1	2.470489e-10	4.205966e-13	0.1
2.708475e-10	1.183454782080743e-07	0.1	2.708475e-10	9.7198245e-06	0.1	2.708475e-10	1.807927e-10	0.1	2.708475e-10	1.415871e-08	0.1	2.708475e-10	7.375187e-08	0.1	2.708475e-10	3.368968e-10	0.1	2.708475e-10	4.230229e-13	0.1
