Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
734.63	9.85490444997e-06	0.1	734.63	1.445143e-07	0.1	734.63	4.506124e-10	0.1	734.63	1.919757e-11	0.1
1418.244	9.72193077972e-06	0.1	1418.244	2.769933e-07	0.1	1418.244	9.446045e-10	0.1	1418.244	2.310201e-11	0.1
2341.274	9.54531154593e-06	0.1	2341.274	4.528379e-07	0.1	2341.274	1.722108e-09	0.1	2341.274	2.353285e-11	0.1
3052.94	9.411395885100001e-06	0.1	3052.94	5.860731e-07	0.1	3052.94	2.40647e-09	0.1	3052.94	2.342069e-11	0.1
3974.041	9.2409375897e-06	0.1	3974.041	7.55541e-07	0.1	3974.041	3.399937e-09	0.1	3974.041	2.329204e-11	0.1
5270.061	9.00647093439e-06	0.1	5270.061	9.884136e-07	0.1	5270.061	4.999321e-09	0.1	5270.061	2.303253e-11	0.1
7087.369	8.687990119229999e-06	0.1	7087.369	1.304274e-06	0.1	7087.369	7.627578e-09	0.1	7087.369	2.268917e-11	0.1
9878.336	8.22135278565e-06	0.1	9878.336	1.766045e-06	0.1	9878.336	1.250428e-08	0.1	9878.336	2.216512e-11	0.1
14315.92	7.532122678020001e-06	0.1	14315.92	2.445572e-06	0.1	14315.92	2.22228e-08	0.1	14315.92	2.136784e-11	0.1
20583.36	6.65929440639e-06	0.1	20583.36	3.300963e-06	0.1	20583.36	3.967967e-08	0.1	20583.36	2.035238e-11	0.1
29042.26	5.6453159817327e-06	0.1	29042.26	4.285367e-06	0.1	29042.26	6.927503e-08	0.1	29042.26	1.908519e-11	0.1
38049.01	4.741976105557601e-06	0.1	38049.01	5.150804e-06	0.1	38049.01	1.071987e-07	0.1	38049.01	1.788043e-11	0.1
49356.4	3.8196320393558e-06	0.1	49356.4	6.017987e-06	0.1	49356.4	1.623807e-07	0.1	49356.4	1.654407e-11	0.1
62197.54	3.0004773948184e-06	0.1	62197.54	6.766524e-06	0.1	62197.54	2.330157e-07	0.1	62197.54	1.526795e-11	0.1
75038.68	2.3700755879699997e-06	0.1	75038.68	7.319945e-06	0.1	75038.68	3.100113e-07	0.1	75038.68	1.419391e-11	0.1
87879.82	1.8847883979968001e-06	0.1	87879.82	7.723591e-06	0.1	87879.82	3.916628e-07	0.1	87879.82	1.325804e-11	0.1
99436.85	1.5442057856689998e-06	0.1	99436.85	7.9878e-06	0.1	99436.85	4.680426e-07	0.1	99436.85	1.266742e-11	0.1
105857.4	1.386823438201e-06	0.1	105857.4	8.101861e-06	0.1	105857.4	5.113668e-07	0.1	105857.4	1.230136e-11	0.1
113146.9	1.2313089479868e-06	0.1	113146.9	8.207592e-06	0.1	113146.9	5.611549e-07	0.1	113146.9	1.196305e-11	0.1
121015.6	1.0873054744398e-06	0.1	121015.6	8.297282e-06	0.1	121015.6	6.154702e-07	0.1	121015.6	1.163741e-11	0.1
133218.0	9.047246193429899e-07	0.1	133218.0	8.394785e-06	0.1	133218.0	7.005518e-07	0.1	133218.0	1.121349e-11	0.1
146503.9	7.5088249038152e-07	0.1	146503.9	8.455254e-06	0.1	146503.9	7.93928e-07	0.1	146503.9	1.083383e-11	0.1
162458.0	6.1290221929299e-07	0.1	162458.0	8.480668e-06	0.1	162458.0	9.064968e-07	0.1	162458.0	1.046463e-11	0.1
180190.9	5.031079657515e-07	0.1	180190.9	8.465399e-06	0.1	180190.9	1.031561e-06	0.1	180190.9	1.014962e-11	0.1
197923.7	4.2565653259344e-07	0.1	197923.7	8.418352e-06	0.1	197923.7	1.15606e-06	0.1	197923.7	9.905082e-12	0.1
215656.6	3.7071491087416996e-07	0.1	215656.6	8.349719e-06	0.1	215656.6	1.279635e-06	0.1	215656.6	9.696711e-12	0.1
233389.5	3.3144382149736e-07	0.1	233389.5	8.266584e-06	0.1	233389.5	1.402041e-06	0.1	233389.5	9.597486e-12	0.1
251122.4	3.0308651446499997e-07	0.1	251122.4	8.173865e-06	0.1	251122.4	1.523117e-06	0.1	251122.4	9.425545e-12	0.1
270876.9	2.8034081997403e-07	0.1	270876.9	8.063424e-06	0.1	270876.9	1.656303e-06	0.1	270876.9	9.301515e-12	0.1
293663.7	2.6182751039892e-07	0.1	293663.7	7.93063e-06	0.1	293663.7	1.807608e-06	0.1	293663.7	9.193517e-12	0.1
316450.4	2.486523161364e-07	0.1	316450.4	7.795056e-06	0.1	316450.4	1.956357e-06	0.1	316450.4	9.065486e-12	0.1
343173.5	2.3740382737893002e-07	0.1	343173.5	7.635151e-06	0.1	343173.5	2.127509e-06	0.1	343173.5	8.970534e-12	0.1
370880.6	2.2862598786576e-07	0.1	370880.6	7.470218e-06	0.1	370880.6	2.301218e-06	0.1	370880.6	8.84618e-12	0.1
402086.3	2.207654403975e-07	0.1	402086.3	7.286953e-06	0.1	402086.3	2.492343e-06	0.1	402086.3	8.741999e-12	0.1
435624.5	2.1366758638719002e-07	0.1	435624.5	7.093883e-06	0.1	435624.5	2.692508e-06	0.1	435624.5	8.62082e-12	0.1
474430.3	2.0641803717297e-07	0.1	474430.3	6.87615e-06	0.1	474430.3	2.917489e-06	0.1	474430.3	8.472547e-12	0.1
516748.0	1.9917707082796e-07	0.1	516748.0	6.64592e-06	0.1	516748.0	3.154958e-06	0.1	516748.0	8.360707e-12	0.1
566356.0	1.9122343757159998e-07	0.1	566356.0	6.385603e-06	0.1	566356.0	3.423226e-06	0.1	566356.0	8.168985e-12	0.1
623831.6	1.8250989958012002e-07	0.1	623831.6	6.096614e-06	0.1	623831.6	3.720926e-06	0.1	623831.6	7.990601e-12	0.1
693336.9	1.7254786704076998e-07	0.1	693336.9	5.764507e-06	0.1	693336.9	4.062992e-06	0.1	693336.9	7.756161e-12	0.1
781454.6	1.6071376961655e-07	0.1	781454.6	5.369328e-06	0.1	781454.6	4.470002e-06	0.1	781454.6	7.504189e-12	0.1
890380.9	1.4720560660378e-07	0.1	890380.9	4.918062e-06	0.1	890380.9	4.934772e-06	0.1	890380.9	7.150677e-12	0.1
1023540.0	1.3222565047065e-07	0.1	1023540.0	4.417597e-06	0.1	1023540.0	5.450213e-06	0.1	1023540.0	6.795098e-12	0.1
1156700.0	1.1877021152361001e-07	0.1	1156700.0	3.968059e-06	0.1	1156700.0	5.913202e-06	0.1	1156700.0	6.487903e-12	0.1
1289859.0	1.0668406102146e-07	0.1	1289859.0	3.564266e-06	0.1	1289859.0	6.329077e-06	0.1	1289859.0	6.070484e-12	0.1
