Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.020255e-11	9.86809731804e-06	0.1	1.020255e-11	1.300539404e-07	0.1	1.020255e-11	4.772406400000001e-10	0.1	1.020255e-11	1.054158e-09	0.1	1.020255e-11	1.93553e-10	0.1
1.866437e-11	9.760101398010002e-06	0.1	1.866437e-11	2.366170567e-07	0.1	1.866437e-11	8.7943405e-10	0.1	1.866437e-11	1.918292e-09	0.1	1.866437e-11	3.521461e-10	0.1
3.558802e-11	9.54764152263e-06	0.1	3.558802e-11	4.4625748000000004e-07	0.1	3.558802e-11	1.6712422e-09	0.1	3.558802e-11	3.619222e-09	0.1	3.558802e-11	6.641445e-10	0.1
6.943531e-11	9.136495634129999e-06	0.1	6.943531e-11	8.51947048e-07	0.1	6.943531e-11	3.2055110999999996e-09	0.1	6.943531e-11	6.914101e-09	0.1	6.943531e-11	1.267914e-09	0.1
1.296083e-10	8.44879751118e-06	0.1	1.296083e-10	1.530519966e-06	0.1	1.296083e-10	5.7770036000000005e-09	0.1	1.296083e-10	1.243389e-08	0.1	1.296083e-10	2.277804e-09	0.1
2.153435e-10	7.55740942515e-06	0.1	2.153435e-10	2.4100800950000003e-06	0.1	2.153435e-10	9.1181999e-09	0.1	2.153435e-10	1.960192e-08	0.1	2.153435e-10	3.586815e-09	0.1
3.431551e-10	6.40010299833e-06	0.1	3.431551e-10	3.5520297189999995e-06	0.1	3.431551e-10	1.3466363e-08	0.1	3.431551e-10	2.892525e-08	0.1	3.431551e-10	5.286329e-09	0.1
4.878129e-10	5.30257097376e-06	0.1	4.878129e-10	4.63499874e-06	0.1	4.878129e-10	1.7597297999999998e-08	0.1	4.878129e-10	3.777921e-08	0.1	4.878129e-10	6.898064e-09	0.1
6.437014e-10	4.32955370403e-06	0.1	6.437014e-10	5.5951045600000005e-06	0.1	6.437014e-10	2.1263391e-08	0.1	6.437014e-10	4.563501e-08	0.1	6.437014e-10	8.326949e-09	0.1
7.995899e-10	3.5350836488100005e-06	0.1	7.995899e-10	6.3790333e-06	0.1	7.995899e-10	2.4258384999999998e-08	0.1	7.995899e-10	5.205198e-08	0.1	7.995899e-10	9.493634e-09	0.1
9.554785e-10	2.8863981357300002e-06	0.1	9.554785e-10	7.01911059e-06	0.1	9.554785e-10	2.6704469e-08	0.1	9.554785e-10	5.729252e-08	0.1	9.554785e-10	1.044623e-08	0.1
1.111367e-09	2.3567464323e-06	0.1	1.111367e-09	7.541733760000001e-06	0.1	1.111367e-09	2.8701956999999997e-08	0.1	1.111367e-09	6.157187e-08	0.1	1.111367e-09	1.122403e-08	0.1
1.280045e-09	1.89254407437e-06	0.1	1.280045e-09	7.99977766e-06	0.1	1.280045e-09	3.0452732e-08	0.1	1.280045e-09	6.532261e-08	0.1	1.280045e-09	1.190572e-08	0.1
1.467908e-09	1.4823271765800002e-06	0.1	1.467908e-09	8.40455172e-06	0.1	1.467908e-09	3.1999942e-08	0.1	1.467908e-09	6.863724e-08	0.1	1.467908e-09	1.250813e-08	0.1
1.655771e-09	1.16102638962e-06	0.1	1.655771e-09	8.72158833e-06	0.1	1.655771e-09	3.3211817999999995e-08	0.1	1.655771e-09	7.123344e-08	0.1	1.655771e-09	1.297996e-08	0.1
1.843634e-09	9.09368706222e-07	0.1	1.843634e-09	8.969906259999999e-06	0.1	1.843634e-09	3.4161015e-08	0.1	1.843634e-09	7.326692e-08	0.1	1.843634e-09	1.334952e-08	0.1
2.031497e-09	7.122590773380001e-07	0.1	2.031497e-09	9.16439996e-06	0.1	2.031497e-09	3.4904463000000005e-08	0.1	2.031497e-09	7.485963e-08	0.1	2.031497e-09	1.363898e-08	0.1
2.242904e-09	5.410507894380001e-07	0.1	2.242904e-09	9.33333644e-06	0.1	2.242904e-09	3.5550227e-08	0.1	2.242904e-09	7.624305e-08	0.1	2.242904e-09	1.38904e-08	0.1
2.470009e-09	4.02691873041e-07	0.1	2.470009e-09	9.46986047e-06	0.1	2.470009e-09	3.6072091e-08	0.1	2.470009e-09	7.736104e-08	0.1	2.470009e-09	1.409358e-08	0.1
2.697114e-09	2.99714402826e-07	0.1	2.697114e-09	9.57147079e-06	0.1	2.697114e-09	3.6460504e-08	0.1	2.697114e-09	7.819314e-08	0.1	2.697114e-09	1.42448e-08	0.1
2.924219e-09	2.2307066927100003e-07	0.1	2.924219e-09	9.64709781e-06	0.1	2.924219e-09	3.6749596e-08	0.1	2.924219e-09	7.881244e-08	0.1	2.924219e-09	1.435735e-08	0.1
3.180067e-09	1.59934900635e-07	0.1	3.180067e-09	9.709395340000001e-06	0.1	3.180067e-09	3.698773e-08	0.1	3.180067e-09	7.93226e-08	0.1	3.180067e-09	1.445007e-08	0.1
3.455078e-09	1.11846281526e-07	0.1	3.455078e-09	9.756845570000001e-06	0.1	3.455078e-09	3.7169111e-08	0.1	3.455078e-09	7.971118e-08	0.1	3.455078e-09	1.452069e-08	0.1
