Batch	m_SP	2	Pr2	Pr1	
5.495502000000e-04	9.999899000010e-06	1.000000000000e-01	5.495502000000e-04	7.942370000000e-14	1.000000000000e-01
3.242434000000e-03	9.999896000040e-06	1.000000000000e-01	3.242434000000e-03	1.371983000000e-12	1.000000000000e-01
7.491364000000e-03	9.999891000090e-06	1.000000000000e-01	7.491364000000e-03	4.483719000000e-12	1.000000000000e-01
1.595552000000e-02	9.999882000180e-06	1.000000000000e-01	1.595552000000e-02	1.124447000000e-11	1.000000000000e-01
4.325958000000e-02	9.999855000450e-06	1.000000000000e-01	4.325958000000e-02	3.322915000000e-11	1.000000000000e-01
1.226896000000e-01	9.999775001250e-06	1.000000000000e-01	1.226896000000e-01	9.718968000000e-11	1.000000000000e-01
4.006946000000e-01	9.999495004050e-06	1.000000000000e-01	4.006946000000e-01	3.212747000000e-10	1.000000000000e-01
1.036135000000e+00	9.998858010420e-06	1.000000000000e-01	1.036135000000e+00	8.368877000000e-10	1.000000000000e-01
1.956643000000e+00	9.997949019510e-06	1.000000000000e-01	1.956643000000e+00	1.599394000000e-09	1.000000000000e-01
2.844910000000e+00	9.997090028100e-06	1.000000000000e-01	2.844910000000e+00	2.357038000000e-09	1.000000000000e-01
4.081495000000e+00	9.995919039810e-06	1.000000000000e-01	4.081495000000e+00	3.442627000000e-09	1.000000000000e-01
6.346383000000e+00	9.993820060800e-06	1.000000000000e-01	6.346383000000e+00	5.483193000000e-09	1.000000000000e-01
9.107518000000e+00	9.991287086130e-06	1.000000000000e-01	9.107518000000e+00	8.001223000000e-09	1.000000000000e-01
1.214321000000e+01	9.988509113910e-06	1.000000000000e-01	1.214321000000e+01	1.077659000000e-08	1.000000000000e-01
1.607701000000e+01	9.984912149880e-06	1.000000000000e-01	1.607701000000e+01	1.437350000000e-08	1.000000000000e-01
2.195587000000e+01	9.979539203610e-06	1.000000000000e-01	2.195587000000e+01	1.974677000000e-08	1.000000000000e-01
3.371360000000e+01	9.968801310990e-06	1.000000000000e-01	3.371360000000e+01	3.048467000000e-08	1.000000000000e-01
