Batch	m_SP	2	Pr2	Pr1	
6.193215000000e+01	9.943077573902e-06	1.000000000000e-01	6.193215000000e+01	5.620833000000e-08	1.000000000000e-01
1.277754000000e+02	9.883318177478e-06	1.000000000000e-01	1.277754000000e+02	1.159706000000e-07	1.000000000000e-01
2.782743000000e+02	9.748085593684e-06	1.000000000000e-01	2.782743000000e+02	2.512062000000e-07	1.000000000000e-01
5.131018000000e+02	9.540867819836e-06	1.000000000000e-01	5.131018000000e+02	4.584310000000e-07	1.000000000000e-01
8.656941000000e+02	9.238373224492e-06	1.000000000000e-01	8.656941000000e+02	7.609349000000e-07	1.000000000000e-01
1.409123000000e+03	8.792333524762e-06	1.000000000000e-01	1.409123000000e+03	1.206989000000e-06	1.000000000000e-01
2.169923000000e+03	8.208349140337e-06	1.000000000000e-01	2.169923000000e+03	1.790991000000e-06	1.000000000000e-01
2.764601000000e+03	7.783951034639e-06	1.000000000000e-01	2.764601000000e+03	2.215401000000e-06	1.000000000000e-01
3.564279000000e+03	7.256029847251e-06	1.000000000000e-01	3.564279000000e+03	2.743338000000e-06	1.000000000000e-01
4.901642000000e+03	6.476603564671e-06	1.000000000000e-01	4.901642000000e+03	3.522787000000e-06	1.000000000000e-01
6.239005000000e+03	5.815616417074e-06	1.000000000000e-01	6.239005000000e+03	4.183792000000e-06	1.000000000000e-01
7.804601000000e+03	5.174151421426e-06	1.000000000000e-01	7.804601000000e+03	4.825275000000e-06	1.000000000000e-01
9.427255000000e+03	4.638030573229e-06	1.000000000000e-01	9.427255000000e+03	5.361409000000e-06	1.000000000000e-01
1.104991000000e+04	4.210782468586e-06	1.000000000000e-01	1.104991000000e+04	5.788667000000e-06	1.000000000000e-01
1.299709000000e+04	3.813884214075e-06	1.000000000000e-01	1.299709000000e+04	6.185575000000e-06	1.000000000000e-01
1.461975000000e+04	3.559826617886e-06	1.000000000000e-01	1.461975000000e+04	6.439638000000e-06	1.000000000000e-01
1.602053000000e+04	3.385018807755e-06	1.000000000000e-01	1.602053000000e+04	6.614449000000e-06	1.000000000000e-01
1.727340000000e+04	3.257153604626e-06	1.000000000000e-01	1.727340000000e+04	6.742318000000e-06	1.000000000000e-01
1.908680000000e+04	3.110455432415e-06	1.000000000000e-01	1.908680000000e+04	6.889019000000e-06	1.000000000000e-01
2.144823000000e+04	2.971603481882e-06	1.000000000000e-01	2.144823000000e+04	7.027874000000e-06	1.000000000000e-01
2.417503000000e+04	2.863346035946e-06	1.000000000000e-01	2.417503000000e+04	7.136134000000e-06	1.000000000000e-01
2.690182000000e+04	2.792607966317e-06	1.000000000000e-01	2.690182000000e+04	7.206874000000e-06	1.000000000000e-01
2.962861000000e+04	2.746467485291e-06	1.000000000000e-01	2.962861000000e+04	7.253014000000e-06	1.000000000000e-01
3.235540000000e+04	2.716408005328e-06	1.000000000000e-01	3.235540000000e+04	7.283075000000e-06	1.000000000000e-01
3.508219000000e+04	2.696839343872e-06	1.000000000000e-01	3.508219000000e+04	7.302644000000e-06	1.000000000000e-01
3.792219000000e+04	2.683686571419e-06	1.000000000000e-01	3.792219000000e+04	7.315796000000e-06	1.000000000000e-01
4.121502000000e+04	2.674258734523e-06	1.000000000000e-01	4.121502000000e+04	7.325225000000e-06	1.000000000000e-01
4.450786000000e+04	2.668650831542e-06	1.000000000000e-01	4.450786000000e+04	7.330833000000e-06	1.000000000000e-01
4.835387000000e+04	2.664907896296e-06	1.000000000000e-01	4.835387000000e+04	7.334576000000e-06	1.000000000000e-01
5.233819000000e+04	2.662815932487e-06	1.000000000000e-01	5.233819000000e+04	7.336668000000e-06	1.000000000000e-01
