t[s](1)             T0[K](2)            P0[Pa](3)           V0[m3](4)           T[K](5)             P[Pa](6)            V[m3](7)            rho[kg/m3](8)       MW[kg/kmol](9)      W1_x(10)        W2_x(11)        W3_x(12)        W4_x(13)        W5_x(14)        W6_x(15)        R_x(16)         P1_x(17)        P2_x(18)        P3_x(19)        P4_x(20)        P5_x(21)        P6_x(22)        H_x(23)         W1_w(24)        W2_w(25)        W3_w(26)        W4_w(27)        W5_w(28)        W6_w(29)        R_w(30)         P1_w(31)        P2_w(32)        P3_w(33)        P4_w(34)        P5_w(35)        P6_w(36)        H_w(37)         
5.216255e+143       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.669202e+144       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.007605e+144       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.669202e+145       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.341446e+145       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.602434e+146       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.341446e+146       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.709263e+147       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.127788e+147       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.709263e+148       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.469640e+148       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.640892e+149       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.469640e+149       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.750285e+150       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.250855e+150       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.750285e+151       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.600912e+151       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.680273e+152       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.600912e+152       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.792292e+153       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.376875e+153       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.792292e+154       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.735333e+154       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.720600e+155       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.735333e+155       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.835307e+156       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.505920e+156       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.835307e+157       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.872981e+157       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.761894e+158       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.872981e+158       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.879354e+159       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.638062e+159       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.879354e+160       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
6.013933e+160       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.804180e+161       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
6.013933e+161       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.924459e+162       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.773376e+162       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.924459e+163       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
6.158267e+163       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.847480e+164       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
6.158267e+164       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.970646e+165       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
5.911937e+165       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
1.970646e+166       8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
