t[s](1)             T0[K](2)            P0[Pa](3)           V0[m3](4)           T[K](5)             P[Pa](6)            V[m3](7)            rho[kg/m3](8)       MW[kg/kmol](9)      W1_x(10)        W2_x(11)        W3_x(12)        W4_x(13)        W5_x(14)        W6_x(15)        R_x(16)         P1_x(17)        P2_x(18)        P3_x(19)        P4_x(20)        P5_x(21)        P6_x(22)        H_x(23)         W1_w(24)        W2_w(25)        W3_w(26)        W4_w(27)        W5_w(28)        W6_w(29)        R_w(30)         P1_w(31)        P2_w(32)        P3_w(33)        P4_w(34)        P5_w(35)        P6_w(36)        H_w(37)         
2.289452e+45        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.631506e+45        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.442082e+46        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.326246e+46        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.442082e+47        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.814662e+47        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.344399e+48        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.814662e+48        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.500692e+49        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.502076e+49        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.500692e+50        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.002214e+50        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.400664e+51        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.002214e+51        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.560709e+52        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.682126e+52        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.560709e+53        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.194267e+53        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.458280e+54        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.194267e+54        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.622166e+55        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
7.866497e+55        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.622166e+56        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.390930e+56        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.517279e+57        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.390930e+57        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.685098e+58        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.055293e+58        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.685098e+59        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.592312e+59        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.577694e+60        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.592312e+60        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.749540e+61        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.248620e+61        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.749540e+62        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.798528e+62        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.639558e+63        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.798528e+63        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.815529e+64        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.446586e+64        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.815529e+65        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
9.009692e+65        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.702908e+66        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
9.009692e+66        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
2.883102e+67        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
8.649305e+67        8.000000e+02        1.013250e+05        1.000000e-06        8.000000e+02        1.013240e+05        1.000000e-06        1.536731e-02        1.008811e+00        4.047473e-07    0.000000e+00    1.151187e-10    3.694202e-06    5.803733e-06    0.000000e+00    6.510275e-09    4.301828e-08    4.642987e-08    0.000000e+00    3.628596e-14    1.342429e-09    0.000000e+00    9.999900e-01    3.294033e-05    0.000000e+00    9.368929e-09    3.006524e-04    4.723364e-04    0.000000e+00    5.233332e-07    3.458055e-06    3.732299e-06    0.000000e+00    2.916873e-12    1.079121e-07    0.000000e+00    9.991862e-01    
