Batch	m_SP	13	W1	W2	W3	W4	W5	W6	R	P1	P2	P3	P4	P5	P6																							
1.288188e-07	0.9842934	0.1	1.288188e-07	2.579014e-15	0.1	1.288188e-07	7.168606e-19	0.1	1.288188e-07	0.01246804	0.1	1.288188e-07	0.003238574	0.1	1.288188e-07	4.079588e-12	0.1	1.288188e-07	1.764826e-15	0.1	1.288188e-07	3.248313e-12	0.1	1.288188e-07	2.097337e-13	0.1	1.288188e-07	2.583291e-15	0.1	1.288188e-07	1.259913e-22	0.1	1.288188e-07	2.890221e-16	0.1	1.288188e-07	3.632001e-28	0.1
2.409736e-07	0.9708205	0.1	2.409736e-07	4.80788e-15	0.1	2.409736e-07	2.499353e-18	0.1	2.409736e-07	0.02315443	0.1	2.409736e-07	0.006025069	0.1	2.409736e-07	7.583494e-12	0.1	2.409736e-07	3.280596e-15	0.1	2.409736e-07	6.038229e-12	0.1	2.409736e-07	3.898705e-13	0.1	2.409736e-07	4.802011e-15	0.1	2.409736e-07	2.342405e-22	0.1	2.409736e-07	5.372561e-16	0.1	2.409736e-07	6.751507e-28	0.1
4.395553e-07	0.9474181	0.1	4.395553e-07	8.717225e-15	0.1	4.395553e-07	8.262609e-18	0.1	4.395553e-07	0.04169738	0.1	4.395553e-07	0.01088451	0.1	4.395553e-07	1.368002e-11	0.1	4.395553e-07	5.917879e-15	0.1	4.395553e-07	1.089243e-11	0.1	4.395553e-07	7.032925e-13	0.1	4.395553e-07	8.662334e-15	0.1	4.395553e-07	4.226695e-22	0.1	4.395553e-07	9.691569e-16	0.1	4.395553e-07	1.217927e-27	0.1
7.31538e-07	0.9140339	0.1	7.31538e-07	1.438118e-14	0.1	7.31538e-07	2.267129e-17	0.1	7.31538e-07	0.06810501	0.1	7.31538e-07	0.01786108	0.1	7.31538e-07	2.240055e-11	0.1	7.31538e-07	9.690178e-15	0.1	7.31538e-07	1.783582e-11	0.1	7.31538e-07	1.151609e-12	0.1	7.31538e-07	1.418399e-14	0.1	7.31538e-07	6.923913e-22	0.1	7.31538e-07	1.586934e-15	0.1	7.31538e-07	1.994332e-27	0.1
1.205053e-06	0.8623879	0.1	1.205053e-06	2.33615e-14	0.1	1.205053e-06	6.059744e-17	0.1	1.205053e-06	0.1088473	0.1	1.205053e-06	0.02876484	0.1	1.205053e-06	3.595068e-11	0.1	1.205053e-06	1.555143e-14	0.1	1.205053e-06	2.862437e-11	0.1	1.205053e-06	1.848202e-12	0.1	1.205053e-06	2.276319e-14	0.1	1.205053e-06	1.111964e-21	0.1	1.205053e-06	2.546806e-15	0.1	1.205053e-06	3.20076e-27	0.1
1.784024e-06	0.8032075	0.1	1.784024e-06	3.401452e-14	0.1	1.784024e-06	1.304173e-16	0.1	1.784024e-06	0.1553495	0.1	1.784024e-06	0.04144303	0.1	1.784024e-06	5.157652e-11	0.1	1.784024e-06	2.231016e-14	0.1	1.784024e-06	4.106518e-11	0.1	1.784024e-06	2.651483e-12	0.1	1.784024e-06	3.265583e-14	0.1	1.784024e-06	1.596584e-21	0.1	1.784024e-06	3.653646e-15	0.1	1.784024e-06	4.59205e-27	0.1
2.644329e-06	0.7227239	0.1	2.644329e-06	4.922629e-14	0.1	2.644329e-06	2.790247e-16	0.1	2.644329e-06	0.2182261	0.1	2.644329e-06	0.05904998	0.1	2.644329e-06	7.302557e-11	0.1	2.644329e-06	3.158688e-14	0.1	2.644329e-06	5.814147e-11	0.1	2.644329e-06	3.754081e-12	0.1	2.644329e-06	4.623361e-14	0.1	2.644329e-06	2.263313e-21	0.1	2.644329e-06	5.172824e-15	0.1	2.644329e-06	6.501927e-27	0.1
3.504634e-06	0.6503489	0.1	3.504634e-06	6.376177e-14	0.1	3.504634e-06	4.77575e-16	0.1	3.504634e-06	0.2743389	0.1	3.504634e-06	0.07531216	0.1	3.504634e-06	9.254958e-11	0.1	3.504634e-06	4.003012e-14	0.1	3.504634e-06	7.368423e-11	0.1	3.504634e-06	4.757674e-12	0.1	3.504634e-06	5.859099e-14	0.1	3.504634e-06	2.871934e-21	0.1	3.504634e-06	6.555489e-15	0.1	3.504634e-06	8.240505e-27	0.1
4.36494e-06	0.5852654	0.1	4.36494e-06	7.768448e-14	0.1	4.36494e-06	7.223e-16	0.1	4.36494e-06	0.3243747	0.1	4.36494e-06	0.09035987	0.1	4.36494e-06	1.103426e-10	0.1	4.36494e-06	4.772393e-14	0.1	4.36494e-06	8.784809e-11	0.1	4.36494e-06	5.672246e-12	0.1	4.36494e-06	6.985102e-14	0.1	4.36494e-06	3.428252e-21	0.1	4.36494e-06	7.815405e-15	0.1	4.36494e-06	9.825045e-27	0.1
5.225245e-06	0.5267386	0.1	5.225245e-06	9.105158e-14	0.1	5.225245e-06	1.009796e-15	0.1	5.225245e-06	0.368951	0.1	5.225245e-06	0.1043103	0.1	5.225245e-06	1.265793e-10	0.1	5.225245e-06	5.474387e-14	0.1	5.225245e-06	1.007721e-10	0.1	5.225245e-06	6.506773e-12	0.1	5.225245e-06	8.012436e-14	0.1	5.225245e-06	3.93749e-21	0.1	5.225245e-06	8.964949e-15	0.1	5.225245e-06	1.127107e-26	0.1
6.120768e-06	0.4720701	0.1	6.120768e-06	1.04431e-13	0.1	6.120768e-06	1.351186e-15	0.1	6.120768e-06	0.4101501	0.1	6.120768e-06	0.1177798	0.1	6.120768e-06	1.419961e-10	0.1	6.120768e-06	6.140846e-14	0.1	6.120768e-06	1.130426e-10	0.1	6.120768e-06	7.299117e-12	0.1	6.120768e-06	8.987717e-14	0.1	6.120768e-06	4.422616e-21	0.1	6.120768e-06	1.005628e-14	0.1	6.120768e-06	1.264418e-26	0.1
7.157164e-06	0.4159027	0.1	7.157164e-06	1.193014e-13	0.1	7.157164e-06	1.795879e-15	0.1	7.157164e-06	0.451931	0.1	7.157164e-06	0.1321663	0.1	7.157164e-06	1.581529e-10	0.1	7.157164e-06	6.839179e-14	0.1	7.157164e-06	1.259008e-10	0.1	7.157164e-06	8.129429e-12	0.1	7.157164e-06	1.000958e-13	0.1	7.157164e-06	4.932942e-21	0.1	7.157164e-06	1.119978e-14	0.1	7.157164e-06	1.408328e-26	0.1
8.193559e-06	0.3664789	0.1	8.193559e-06	1.335815e-13	0.1	8.193559e-06	2.289664e-15	0.1	8.193559e-06	0.4881178	0.1	8.193559e-06	0.1454033	0.1	8.193559e-06	1.727093e-10	0.1	8.193559e-06	7.468224e-14	0.1	8.193559e-06	1.374842e-10	0.1	8.193559e-06	8.877437e-12	0.1	8.193559e-06	1.092999e-13	0.1	8.193559e-06	5.39465e-21	0.1	8.193559e-06	1.222979e-14	0.1	8.193559e-06	1.537992e-26	0.1
9.229955e-06	0.3229889	0.1	9.229955e-06	1.473348e-13	0.1	9.229955e-06	2.828695e-15	0.1	9.229955e-06	0.5193908	0.1	9.229955e-06	0.1576203	0.1	9.229955e-06	1.858578e-10	0.1	9.229955e-06	8.03631e-14	0.1	9.229955e-06	1.479459e-10	0.1	9.229955e-06	9.553034e-12	0.1	9.229955e-06	1.176114e-13	0.1	9.229955e-06	5.813499e-21	0.1	9.229955e-06	1.315996e-14	0.1	9.229955e-06	1.655122e-26	0.1
1.026635e-05	0.28472	0.1	1.026635e-05	1.606171e-13	0.1	1.026635e-05	3.409558e-15	0.1	1.026635e-05	0.5463486	0.1	1.026635e-05	0.1689315	0.1	1.026635e-05	1.977676e-10	0.1	1.026635e-05	8.550768e-14	0.1	1.026635e-05	1.574209e-10	0.1	1.026635e-05	1.016493e-11	0.1	1.026635e-05	1.251377e-13	0.1	1.026635e-05	6.19456e-21	0.1	1.026635e-05	1.400229e-14	0.1	1.026635e-05	1.761223e-26	0.1
1.130275e-05	0.251045	0.1	1.130275e-05	1.734777e-13	0.1	1.130275e-05	4.029217e-15	0.1	1.130275e-05	0.5695175	0.1	1.130275e-05	0.1794375	0.1	1.130275e-05	2.085877e-10	0.1	1.130275e-05	9.018046e-14	0.1	1.130275e-05	1.660278e-10	0.1	1.130275e-05	1.072078e-11	0.1	1.130275e-05	1.319732e-13	0.1	1.130275e-05	6.542294e-21	0.1	1.130275e-05	1.476735e-14	0.1	1.130275e-05	1.85762e-26	0.1
